id_skpd,wilayah,komisi,bidang,kode_skpd,nama_skpd,jenis_belanja,keterangan_belanja,nilai_anggaran
634,5,1,1,"1.20.284","Kelurahan Lubang Buaya - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.278e+09
635,5,1,1,"1.20.285","Kelurahan Ceger - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",1.911e+09
636,5,1,1,"1.20.290","Kelurahan Pondok Rangon - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.484e+09
637,5,1,1,"1.20.288","Kelurahan Cilangkap - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.081e+09
638,5,1,1,"1.20.289","Kelurahan Munjul - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.368e+09
639,5,1,1,"1.20.291","Kecamatan Kramat Jati - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.392e+09
640,5,1,1,"1.20.292","Kelurahan Kampung Tengah - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.134e+09
641,5,1,1,"1.20.293","Kelurahan Kampung Dukuh - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.564e+09
642,5,1,1,"1.20.294","Kelurahan Kramat Jati - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.472e+09
643,5,1,1,"1.20.295","Kelurahan Batu Ampar - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.835e+09
644,5,1,1,"1.20.296","Kelurahan Bale Kambang - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.269e+09
645,5,1,1,"1.20.297","Kelurahan Cililitan - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.719e+09
646,5,1,1,"1.20.298","Kelurahan Cawang - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.468e+09
647,5,1,1,"1.20.299","Kecamatan Makasar - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.112e+09
648,5,1,1,"1.20.304","Kelurahan Pinang Ranti - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.028e+09
649,5,1,1,"1.20.303","Kelurahan Makasar - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.387e+09
650,5,1,1,"1.20.302","Kelurahan Kebon Pala - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.893e+09
651,5,1,1,"1.20.301","Kelurahan Halim Perdana Kusuma - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.870e+09
652,5,1,1,"1.20.300","Kelurahan Cipinang Melayu - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.295e+09
653,5,1,1,"1.20.305","Kecamatan Jatinegara - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.047e+09
654,5,1,1,"1.20.306","Kelurahan Kampung Melayu - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.492e+09
655,5,1,1,"1.20.307","Kelurahan Bidara Cina - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.489e+09
656,5,1,1,"1.20.308","Kelurahan Bali Mester - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.279e+09
657,5,1,1,"1.20.309","Kelurahan Rawa Bunga - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.296e+09
658,5,1,1,"1.20.310","Kelurahan Cipinang Cempedak - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.265e+09
659,5,1,1,"1.20.311","Kelurahan Cipinang Muara - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.563e+09
660,5,1,1,"1.20.313","Kelurahan Cipinang Besar Utara - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.681e+09
661,5,1,1,"1.20.312","Kelurahan Cipinang Besar Selatan - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.507e+09
662,5,1,1,"1.20.314","Kecamatan Duren Sawit - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.620e+09
663,5,1,1,"1.20.316","Kelurahan Pondok Bambu - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.147e+09
664,5,1,1,"1.20.315","Kelurahan Klender - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",5.532e+09
665,5,1,1,"1.20.317","Kelurahan Duren Sawit - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.630e+09
666,5,1,1,"1.20.321","Kelurahan Pondok Kelapa - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.623e+09
667,5,1,1,"1.20.318","Kelurahan Malaka Sari - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.345e+09
668,5,1,1,"1.20.319","Kelurahan Malaka Jaya - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.622e+09
669,5,1,1,"1.20.320","Kelurahan Pondok Kopi - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.193e+09
670,5,1,1,"1.20.322","Kecamatan Matraman - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.534e+09
671,5,1,1,"1.20.323","Kelurahan Pisangan Baru - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.385e+09
672,5,1,1,"1.20.325","Kelurahan Utan Kayu Utara - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.308e+09
673,5,1,1,"1.20.324","Kelurahan Utan Kayu Selatan - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.328e+09
674,5,1,1,"1.20.326","Kelurahan Kayu Manis - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.771e+09
675,5,1,1,"1.20.327","Kelurahan Pal Meriam - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.472e+09
676,5,1,1,"1.20.328","Kelurahan Kebon Manggis - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.421e+09
677,5,1,1,"1.20.329","Kecamatan Pulogadung - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.783e+09
678,5,1,1,"1.20.330","Kelurahan Pisangan Timur - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",5.260e+09
679,5,1,1,"1.20.331","Kelurahan Cipinang - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.963e+09
680,5,1,1,"1.20.332","Kelurahan Jatinegara Kaum - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.919e+09
681,5,1,1,"1.20.333","Kelurahan Pulogadung - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.513e+09
682,5,1,1,"1.20.334","Kelurahan Rawamangun - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.754e+09
683,5,1,1,"1.20.335","Kelurahan Jati - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.499e+09
684,5,1,1,"1.20.336","Kelurahan Kayu Putih - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",5.635e+09
685,5,1,1,"1.20.337","Kecamatan Cakung - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.865e+09
686,5,1,1,"1.20.338","Kelurahan Jatinegara - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.609e+09
687,5,1,1,"1.20.339","Kelurahan Rawa Terate - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",2.781e+09
688,5,1,1,"1.20.340","Kelurahan Penggilingan - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",5.091e+09
689,5,1,1,"1.20.341","Kelurahan Pulo Gebang - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.871e+09
690,5,1,1,"1.20.342","Kelurahan Ujung Menteng - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.154e+09
691,5,1,1,"1.20.344","Kelurahan Cakung Barat - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.500e+09
692,5,1,1,"1.20.343","Kelurahan Cakung Timur - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",4.085e+09
693,6,1,1,"1.20.350","Kecamatan Kep.Seribu Utara - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",2.893e+09
694,6,1,1,"1.20.351","Kelurahan P.Panggang - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.917e+09
695,6,1,1,"1.20.353","Kelurahan P.Harapan - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.586e+09
696,6,1,1,"1.20.352","Kelurahan P.Kelapa - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",2.198e+09
697,6,1,1,"1.20.354","Kecamatan Kep.Seribu Selatan - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",2.551e+09
698,6,1,1,"1.20.356","Kelurahan P.Tidung - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.561e+09
699,6,1,1,"1.20.357","Kelurahan P.Pari - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",2.054e+09
700,6,1,1,"1.20.355","Kelurahan P.Untung Jawa - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.563e+09
701,0,5,3,"1.02.004","Pusat Layanan Kesehatan Pegawai","Anggaran Belanja Langsung","Barang dan Jasa",7.640e+09
707,0,2,2,"2.05.002","Balai Pengujian Mutu dan Pengolahan Hasil Perikanan","Anggaran Belanja Langsung","Barang dan Jasa",6.899e+09
708,0,2,2,"2.05.003","UPT Pusat Budidaya Perikanan","Anggaran Belanja Langsung","Barang dan Jasa",5.852e+09
709,0,2,2,"2.05.004","Balai Teknologi Penangkapan Ikan","Anggaran Belanja Langsung","Barang dan Jasa",3.805e+09
710,0,2,2,"2.05.005","Balai Pelayanan Kesehatan Hewan dan Ikan","Anggaran Belanja Langsung","Barang dan Jasa",4.516e+09
711,0,2,2,"2.05.006","Laboratorium Kesehatan Masyarakat Veteriner","Anggaran Belanja Langsung","Barang dan Jasa",4.551e+09
712,0,2,2,"2.05.007","Pusat Teknologi Produksi dan Pengolahan Hasil Peternakan","Anggaran Belanja Langsung","Barang dan Jasa",3.651e+09
713,0,2,2,"2.05.008","Unit Pengelola Kawasan Pelabuhan Perikanan dan Pangkalan Pendaratan Ikan","Anggaran Belanja Langsung","Barang dan Jasa",7.954e+09
714,0,2,2,"1.17.011","UPT Graha Wisata","Anggaran Belanja Langsung","Barang dan Jasa",2.749e+09
715,0,2,2,"1.17.012","UPT Anjungan Provinsi DKI Jakarta TMII","Anggaran Belanja Langsung","Barang dan Jasa",3.678e+09
716,0,2,2,"1.17.013","UPT Pusat Pengembangan dan Pelayanan Informasi Pariwisata","Anggaran Belanja Langsung","Barang dan Jasa",2.315e+10
717,0,2,2,"1.17.014","UPT Pusat Pelatihan dan Sertifikasi Kepariwisataan","Anggaran Belanja Langsung","Barang dan Jasa",2.058e+09
718,0,2,2,"2.07.002","UPT Balai Metrologi","Anggaran Belanja Langsung","Barang dan Jasa",2.124e+09
719,0,2,2,"2.07.003","UPT Balai Tekstil","Anggaran Belanja Langsung","Barang dan Jasa",2.671e+09
720,0,2,2,"2.07.004","UPT Balai Kerajinan","Anggaran Belanja Langsung","Barang dan Jasa",2.286e+09
721,0,2,2,"2.07.005","UPT Balai Bahan dan Barang Teknik","Anggaran Belanja Langsung","Barang dan Jasa",2.067e+09
722,0,2,2,"1.15.002","UPT Balai Pendidikan dan Pelatihan Koperasi Usaha Kecil dan Menengah","Anggaran Belanja Langsung","Barang dan Jasa",3.244e+09
723,0,5,3,"1.18.004","Gelanggang Olahraga Ragunan","Anggaran Belanja Langsung","Barang dan Jasa",7.008e+09
724,0,5,3,"1.18.003","Gelanggang Olahraga Rawamangun","Anggaran Belanja Langsung","Barang dan Jasa",5.221e+09
725,0,5,3,"1.18.006","Gelanggang Olahraga Bahtera Jaya","Anggaran Belanja Langsung","Barang dan Jasa",2.068e+10
726,0,5,3,"1.18.005","Gelanggang Olahraga Sunter","Anggaran Belanja Langsung","Barang dan Jasa",5.964e+09
727,0,2,2,"1.21.001","UPT Pusat Pengembangan Benih Tanaman Pangan, Hortikultura dan Kehutanan","Anggaran Belanja Langsung","Barang dan Jasa",7.069e+09
728,0,2,2,"1.21.002","UPT Pusat Promosi dan Pemasaran Hortikultura","Anggaran Belanja Langsung","Barang dan Jasa",6.264e+09
729,0,2,2,"1.21.003","Sekolah Pertanian Pembangunan Negeri","Anggaran Belanja Langsung","Barang dan Jasa",1.351e+09
730,0,2,2,"1.21.004","Balai Proteksi Tanaman","Anggaran Belanja Langsung","Barang dan Jasa",8.110e+09
731,0,2,2,"1.21.005","Pusat Perkayuan","Anggaran Belanja Langsung","Barang dan Jasa",3.534e+09
732,0,2,2,"1.21.006","Pusat Pelayanan Peredaran Hasil Hutan","Anggaran Belanja Langsung","Barang dan Jasa",1.076e+09
733,0,2,2,"1.21.007","Balai Pengujian Mutu Hasil Tanaman Pangan dan Hortikultura","Anggaran Belanja Langsung","Barang dan Jasa",2.951e+09
734,0,2,2,"1.14.009","Pusat Higiene Perusahaan, Kesehatan dan Keselamatan Kerja","Anggaran Belanja Langsung","Barang dan Jasa",3.923e+09
735,0,2,2,"1.14.010","Pusat Pengembangan Produktivitas Daerah","Anggaran Belanja Langsung","Barang dan Jasa",4.341e+09
736,0,2,2,"1.14.011","Pusat Penyiapan Tenaga Kerja","Anggaran Belanja Langsung","Barang dan Jasa",2.345e+09
737,0,2,2,"1.17.016","Balai Latihan Kesenian Jakpus","Anggaran Belanja Langsung","Barang dan Jasa",3.282e+09
738,0,2,2,"1.17.019","Balai Latihan Kesenian Jakut","Anggaran Belanja Langsung","Barang dan Jasa",2.231e+09
739,0,2,2,"1.17.022","Balai Latihan Kesenian Jakbar","Anggaran Belanja Langsung","Barang dan Jasa",3.023e+09
740,0,2,2,"1.17.026","Balai Latihan Kesenian Jaksel","Anggaran Belanja Langsung","Barang dan Jasa",4.245e+09
741,0,2,2,"1.17.028","Balai Latihan Kesenian Jaktim","Anggaran Belanja Langsung","Barang dan Jasa",3.134e+09
743,0,2,2,"1.07.009","BLUD Transjakarta Busway","Anggaran Belanja Langsung","Barang dan Jasa",9.719e+11
744,0,5,3,"1.02.011","BLUD Ambulan Gawat Darurat (AGD)","Anggaran Belanja Langsung","Barang dan Jasa",1.190e+10
745,0,5,3,"1.18.007","BLUD UPT Stadion Lebak Bulus","Anggaran Belanja Langsung","Barang dan Jasa",4.900e+09
746,0,5,3,"1.13.004","PSAA Putra Utama 6","Anggaran Belanja Langsung","Barang dan Jasa",3.911e+09
747,1,5,3,"1.12.001","Kantor Keluarga Berencana - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",2.355e+09
748,2,5,3,"1.12.002","Kantor Keluarga Berencana - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",4.235e+09
749,3,5,3,"1.12.003","Kantor Keluarga Berencana - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",3.655e+09
750,4,5,3,"1.12.004","Kantor Keluarga Berencana - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",5.219e+09
751,5,5,3,"1.12.005","Kantor Keluarga Berencana - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",3.631e+09
1001,0,5,3,"1.01.001","DINAS PENDIDIKAN","Anggaran Belanja Langsung","Barang dan Jasa",9.174e+10
1007,1,5,3,"1.02.012","Sudin Kesehatan - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",1.308e+10
1008,2,5,3,"1.02.021","Sudin Kesehatan - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",1.123e+10
1009,3,5,3,"1.02.028","Sudin Kesehatan - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",1.075e+10
1010,4,5,3,"1.02.037","Sudin Kesehatan - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",1.815e+10
1011,5,5,3,"1.02.048","Sudin Kesehatan - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",9.513e+09
1012,0,4,4,"1.04.001","DINAS PERUMAHAN PERMUKIMAN DAN GEDUNG PEMDA","Anggaran Belanja Langsung","Barang dan Jasa",1.943e+11
1013,1,4,4,"1.04.002","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",1.280e+10
1014,2,4,4,"1.04.003","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",3.894e+09
1015,3,4,4,"1.04.004","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",2.070e+09
1016,4,4,4,"1.04.005","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",6.963e+08
1017,5,4,4,"1.04.006","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",7.212e+09
1018,0,4,4,"1.05.002","DINAS TATA RUANG DAN PERTANAHAN","Anggaran Belanja Langsung","Barang dan Jasa",1.733e+10
1019,1,4,4,"1.05.004","Sudin Tata Ruang dan Pertanahan - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",1.463e+09
1020,2,4,4,"1.05.006","Sudin Tata Ruang dan Pertanahan  - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",1.934e+09
1021,3,4,4,"1.05.008","Sudin Tata Ruang dan Pertanahan  - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",3.727e+09
1022,4,4,4,"1.05.010","Sudin Tata Ruang dan Pertanahan - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",1.537e+09
1023,5,4,4,"1.05.012","Sudin Tata Ruang dan Pertanahan  - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",1.779e+09
1024,0,4,4,"1.08.001","DINAS PERTAMANAN DAN PEMAKAMAN","Anggaran Belanja Langsung","Barang dan Jasa",1.451e+11
1030,0,2,2,"1.17.001","DINAS PARIWISATA DAN KEBUDAYAAN","Anggaran Belanja Langsung","Barang dan Jasa",2.986e+11
1036,0,3,2,"1.20.011","BADAN PENGELOLA KEUANGAN DAERAH","Anggaran Belanja Langsung","Barang dan Jasa",1.145e+11
1037,0,4,4,"1.20.373","BIRO TATA RUANG DAN LINGKUNGAN HIDUP","Anggaran Belanja Langsung","Barang dan Jasa",1.689e+09
1038,1,1,1,"1.20.367","Kantor Kepegawaian - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",1.841e+09
1039,2,1,1,"1.20.368","Kantor Kepegawaian - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",1.736e+09
1040,3,1,1,"1.20.369","Kantor Kepegawaian - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",1.646e+09
1041,4,1,1,"1.20.370","Kantor Kepegawaian - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",1.802e+09
1042,5,1,1,"1.20.371","Kantor Kepegawaian - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",1.834e+09
1043,6,1,1,"1.20.372","Kantor Kepegawaian - KEP SERIBU","Anggaran Belanja Langsung","Barang dan Jasa",1.188e+09
1044,0,5,3,"1.22.001","BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB","Anggaran Belanja Langsung","Barang dan Jasa",4.691e+10
1045,0,1,1,"1.25.001","DINAS KOMUNIKASI, INFORMATIKA DAN KEHUMASAN","Anggaran Belanja Langsung","Barang dan Jasa",5.478e+10
1046,0,5,3,"1.26.001","BADAN PERPUSTAKAAN DAN ARSIP DAERAH","Anggaran Belanja Langsung","Barang dan Jasa",3.880e+10
1047,0,2,2,"2.05.001","DINAS KELAUTAN DAN PERTANIAN","Anggaran Belanja Langsung","Barang dan Jasa",5.834e+10
1053,0,2,2,"2.07.001","DINAS PERINDUSTRIAN DAN ENERGI","Anggaran Belanja Langsung","Barang dan Jasa",4.038e+11
1054,1,2,2,"2.07.006","Sudin Perindustrian dan Energi - JAKPUS","Anggaran Belanja Langsung","Barang dan Jasa",1.217e+10
1055,2,2,2,"2.07.007","Sudin Perindustrian dan Energi - JAKUT","Anggaran Belanja Langsung","Barang dan Jasa",1.202e+10
1056,3,2,2,"2.07.008","Sudin Perindustrian dan Energi - JAKBAR","Anggaran Belanja Langsung","Barang dan Jasa",1.441e+10
1057,4,2,2,"2.07.009","Sudin Perindustrian dan Energi - JAKSEL","Anggaran Belanja Langsung","Barang dan Jasa",1.223e+10
1058,5,2,2,"2.07.010","Sudin Perindustrian dan Energi - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",1.049e+10
1059,5,3,2,"1.20.378","Sudin Pelayanan Pajak II - JAKTIM","Anggaran Belanja Langsung","Barang dan Jasa",6.468e+08
1060,6,4,4,"1.05.013","Sudin Pengawasan dan Penertiban Bangunan Kab - Adm. Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.121e+09
1061,6,5,3,"1.26.007","Kantor Perpustakaan dan Arsip Daerah - P. SERIBU","Anggaran Belanja Langsung","Barang dan Jasa",3.435e+09
1062,6,4,4,"1.05.019","Sudin Tata Ruang dan Pertanahan - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",2.029e+09
1063,6,4,4,"1.04.007","Sudin Perumahan, Permukiman dan Gedung Pemda - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",8.579e+09
1064,6,2,2,"1.15.008","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - Kep.Seribu","Anggaran Belanja Langsung","Barang dan Jasa",3.177e+09
1065,6,1,1,"1.25.007","Sudin Komunikasi, Informatika dan Kehumasan - Kep.Seribu","Anggaran Belanja Langsung","Barang dan Jasa",3.593e+09
1066,6,5,3,"1.02.062","RSUD Kep.Seribu","Anggaran Belanja Langsung","Barang dan Jasa",4.574e+09
1067,0,2,2,"1.17.033","UPT PENATAAN DAN PENGEMBANGAN KAWASAN KOTA TUA","Anggaran Belanja Langsung","Barang dan Jasa",6.892e+09
1068,0,2,2,"2.03.001","UPT Kelistrikan - Kep. Seribu","Anggaran Belanja Langsung","Barang dan Jasa",1.336e+10
1069,0,2,2,"1.15.009","UPT Dana Bergulir","Anggaran Belanja Langsung","Barang dan Jasa",1.067e+10
1101,0,3,2,"1.20.381","Unit Perbendaharaan dan Pelayanan Kas Balaikota","Anggaran Belanja Langsung","Barang dan Jasa",7.618e+08
1102,1,3,2,"1.20.382","Unit Perbendaharaan dan Pelayanan Kas Jakarta Pusat","Anggaran Belanja Langsung","Barang dan Jasa",1.046e+09
1103,2,3,2,"1.20.383","Unit Perbendaharaan dan Pelayanan Kas Jakarta Utara","Anggaran Belanja Langsung","Barang dan Jasa",9.850e+08
1104,3,3,2,"1.20.384","Unit Perbendaharaan dan Pelayanan Kas Jakarta Barat","Anggaran Belanja Langsung","Barang dan Jasa",8.993e+08
1105,4,3,2,"1.20.385","Unit Perbendaharaan dan Pelayanan Kas Jakarta Selatan","Anggaran Belanja Langsung","Barang dan Jasa",9.662e+08
1106,5,3,2,"1.20.386","Unit Perbendaharaan dan Pelayanan Kas Jakarta Timur","Anggaran Belanja Langsung","Barang dan Jasa",7.811e+08
1107,0,3,2,"1.20.380","Pejabat Pengelola Keuangan Daerah","Anggaran Belanja Langsung","Barang dan Jasa",0
1108,0,3,2,"1.20.387","UPT Mobilisasi dan Pemeliharaan Aset","Anggaran Belanja Langsung","Barang dan Jasa",5.415e+10
1109,0,3,2,"1.20.388","UPT Pusat Penyimpanan Barang Daerah","Anggaran Belanja Langsung","Barang dan Jasa",1.519e+10
1110,0,5,3,"1.18.017","Gelanggang Olahraga Ciracas Jakarta Timur","Anggaran Belanja Langsung","Barang dan Jasa",3.540e+09
1111,0,5,3,"1.18.018","Gelanggang Olahraga Cendrawasih","Anggaran Belanja Langsung","Barang dan Jasa",4.151e+09
1112,0,5,3,"1.22.008","UPT Pusdiklat KB dan Kesetaraan Gender","Anggaran Belanja Langsung","Barang dan Jasa",4.932e+09
1113,0,5,3,"1.13.032","PSTW Usada Mulia 5","Anggaran Belanja Langsung","Barang dan Jasa",3.389e+09
1114,0,5,3,"1.13.033","PSBL Harapan Sentosa 4 ","Anggaran Belanja Langsung","Barang dan Jasa",6.344e+09
1201,0,1,1,"1.20.389","Sekretariat Dewan Pengurus KORPRI Provinsi","Anggaran Belanja Langsung","Barang dan Jasa",8.525e+09
1202,0,4,4,"1.08.029","Unit Pengolahan Limbah Septictank","Anggaran Belanja Langsung","Barang dan Jasa",1.113e+10
1203,0,5,3,"1.02.068","Unit Penyelenggara Jaminan Pemeliharaan Kesehatan Daerah","Anggaran Belanja Langsung","Barang dan Jasa",1.682e+12
1204,0,1,1,"1.20.390","Badan Penanggulangan Bencana Daerah","Anggaran Belanja Langsung","Barang dan Jasa",7.407e+09
1205,0,4,4,"1.08.030","UPT Laboratorium Lingkungan Hidup Daerah","Anggaran Belanja Langsung","Barang dan Jasa",8.327e+09
1206,0,2,2,"1.15.010","Unit Pengelola Lokasi Binaan Usaha Mikro dan Kecil","Anggaran Belanja Langsung","Barang dan Jasa",8.098e+09
1207,0,3,2,"1.20.391","UPK Samsat Jakarta Pusat","Anggaran Belanja Langsung","Barang dan Jasa",2.796e+08
1208,0,3,2,"1.20.392","UPK Samsat Jakarta Utara","Anggaran Belanja Langsung","Barang dan Jasa",4.015e+08
1209,0,3,2,"1.20.393","UPK Samsat Jakarta Barat","Anggaran Belanja Langsung","Barang dan Jasa",3.948e+08
1210,0,3,2,"1.20.394","UPK Samsat Jakarta Selatan","Anggaran Belanja Langsung","Barang dan Jasa",4.859e+08
1211,0,3,2,"1.20.395","UPK Samsat Jakarta Timur","Anggaran Belanja Langsung","Barang dan Jasa",4.029e+08
1212,0,5,3,"1.02.063","RSUD Pasar Minggu","Anggaran Belanja Langsung","Barang dan Jasa",1.609e+09
1213,0,2,2,"1.15.011","Pusat Promosi Usaha Mikro, Kecil dan Menengah","Anggaran Belanja Langsung","Barang dan Jasa",4.901e+09
1214,0,2,2,"1.07.017","UPT Pusat Pengujian Kendaraan Bermotor","Anggaran Belanja Langsung","Barang dan Jasa",1.115e+10
1215,0,2,2,"1.07.018","UPT Terminal dan Angkutan Jalan","Anggaran Belanja Langsung","Barang dan Jasa",3.706e+10
1216,0,2,2,"1.07.019","UPT  Pengelola Angkutan  Perairan dan Kepelabuhan","Anggaran Belanja Langsung","Barang dan Jasa",4.126e+10
1217,0,2,2,"1.07.020","UPT Angkutan Sekolah","Anggaran Belanja Langsung","Barang dan Jasa",1.439e+10
1218,0,2,2,"1.07.021","UPT  Sistem Pengendalian Lalulintas","Anggaran Belanja Langsung","Barang dan Jasa",1.998e+10
1219,0,2,2,"1.07.022","UPT Terminal Terpadu Pulo Gebang","Anggaran Belanja Langsung","Barang dan Jasa",6.505e+09
3,0,1,1,"1.20.001","DPRD Propinsi","Anggaran Belanja Langsung","Modal",0
4,0,1,1,"1.20.002","SEKRETARIAT DPRD","Anggaran Belanja Langsung","Modal",1.687e+10
5,0,1,1,"1.20.004","SEKRETARIAT DAERAH","Anggaran Belanja Langsung","Modal",6.050e+08
6,0,1,1,"1.20.005","BIRO TATA PEMERINTAHAN","Anggaran Belanja Langsung","Modal",75000000
7,0,1,1,"1.20.006","BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI","Anggaran Belanja Langsung","Modal",8.328e+08
8,0,1,1,"1.20.007","BIRO HUKUM","Anggaran Belanja Langsung","Modal",1.789e+08
9,0,1,1,"1.20.008","BIRO ORGANISASI DAN TATA LAKSANA","Anggaran Belanja Langsung","Modal",2.115e+08
10,0,2,2,"1.20.009","BIRO UMUM","Anggaran Belanja Langsung","Modal",9.111e+09
12,0,2,2,"1.20.010","BIRO PEREKONOMIAN","Anggaran Belanja Langsung","Modal",74150000
